wikidataId,wikidataLabel,protectedAreaType,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,state,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl
Q16894124,Lengteng Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Mizoram,Mizoram,23.8333,93.2167,Ngopa,,,,,,,https://en.wikipedia.org/wiki/Lengteng_Wildlife_Sanctuary
Q16894577,Mandagadde Bird Sanctuary,Bird Sanctuary,,,,Thirthahalli,Karnataka,13.7406,75.4603,,,0.0046,,,Mandagadde Bird Sanctuary,,https://en.wikipedia.org/wiki/Mandagadde_Bird_Sanctuary
Q16896392,Pangolakha Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Landscape%20of%20Pangolakha%20Wildlife%20Sanctuary%20East%20Sikkim%20India%2013.02.2016.jpg,IUCN category IV: Habitat/Species Management Area,East Sikkim district,Sikkim,27.34,88.76,Rangpo,,124,,,,,https://en.wikipedia.org/wiki/Pangolakha_Wildlife_Sanctuary
Q16900034,Shekha Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,Uttar Pradesh,27.8575,78.2185,Aligarh,,,,,,,https://en.wikipedia.org/wiki/Shekha_Bird_Sanctuary
Q16902313,Umred Karhandla Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Nagpur district,Maharashtra,20.83555556,79.51111111,Nagpur,,189.3,,,Umred Karhandla Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Umred_Pauni_Karhandla_Wildlife_Sanctuary
Q16902550,Varsey Rhododendron Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Barsey%20Rhododendron%20Sanctuary%20in%20late%20april.jpg,IUCN category IV: Habitat/Species Management Area,Sikkim,Sikkim,27.1942,88.1183,Soreng,,104,,,Varsey Rhododendron Sanctuary,,https://en.wikipedia.org/wiki/Varsey_Rhododendron_Sanctuary
Q16948098,Kanwar Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,Himachal Pradesh,31.9523,77.3116,,,,,,,,https://en.wikipedia.org/wiki/Kanwar_Sanctuary
Q16954910,Nambor - Doigrung Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,Assam,26.4185,93.8728,Golaghat,,,,,,,https://en.wikipedia.org/wiki/Nambor_-_Doigrung_Wildlife_Sanctuary
Q16979364,Kanyakumari Wildlife Sanctuary,Wildlife Sanctuary,,,,Tamil Nadu,Tamil Nadu,8.3543,77.34334,,,,,,,,https://en.wikipedia.org/wiki/Kanniyakumari_Wildlife_Sanctuary
Q17002774,Abubshahar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,Haryana,29.8643,74.6172,,,,,,,,https://en.wikipedia.org/wiki/Abubshahar_Wildlife_Sanctuary
Q17002798,Bir Shikargah Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,Haryana,30.7689,76.96822,,,,,,,,https://en.wikipedia.org/wiki/Bir_Shikargarh_Wildlife_Sanctuary
Q17002860,Khol Hi-Raitan Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,Haryana,30.7077,76.9405,,,,,,,,https://en.wikipedia.org/wiki/Khol_Hi-Raitan_Wildlife_Sanctuary
Q17002923,Nahar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,Haryana,28.4094,76.397,,,,,,,,https://en.wikipedia.org/wiki/Nahar_Wildlife_Sanctuary
Q17002953,Saraswati Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,Haryana,29.9928,76.3567,,,,,,,,https://en.wikipedia.org/wiki/Saraswati_Wildlife_Sanctuary
Q17003846,Chhilchhila Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana,Haryana,29.9384,76.6811,,,,,,,,https://en.wikipedia.org/wiki/Chhilchhila_Wildlife_Sanctuary
Q17005614,Khaparwas Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana; Jhajjar district,Haryana,28.5651,76.5273,,,,,,,,https://en.wikipedia.org/wiki/Khaparwas_Wildlife_Sanctuary
Q17010836,Achabal Wildlife Sanctuary,Wildlife Sanctuary,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Achabal_Wildlife_Sanctuary
Q17014014,Kolleru Bird Sanctuary,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Egrets%20in%20AP%20W%20IMG%203792.jpg,IUCN category IV: Habitat/Species Management Area,Andhra Pradesh,Andhra Pradesh,16.61666667,81.2,Eluru,,,,,Kolleru Bird Sanctuary,,https://en.wikipedia.org/wiki/Kolleru_Bird_Sanctuary
Q17033744,Talley Valley Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Lower Subansiri district,Arunachal Pradesh,27.547681,93.897555,,,337,,,Talley Valley Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Talle_Valley_Wildlife_Sanctuary
Q17051622,Maenam Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Namchi district,Sikkim,27.338032,88.385591,,,36.34,,,,,https://en.wikipedia.org/wiki/Maenam_Wildlife_Sanctuary
Q17052151,Dumna Nature Reserve Park,,,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20Gate%20of%20Dumna%20Nature%20Park.jpg,,Jabalpur district,Madhya Pradesh,23.283333333,80.266666666,,,,,,Dumna Nature Reserve Park,,https://en.wikipedia.org/wiki/Dumna_Nature_Reserve_Park
Q17055079,Hirpora Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Hirpora%20Wildlife%20Sanctary%20Shopian.jpg,IUCN category IV: Habitat/Species Management Area,Shopian district; Kulgam district,Jammu and Kashmir,33.598888888,74.615555555,Shopian,,,,,Hirpora Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Hirpora_Wildlife_Sanctuary
Q17064063,Karera Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,25.6304,78.1346,,,,,,,,https://en.wikipedia.org/wiki/Karera_Wildlife_Sanctuary
Q17067959,Kugti Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,Himachal Pradesh,32.59861111,76.88527778,,,,,,,,https://en.wikipedia.org/wiki/Kugti_Sanctuary
Q17068229,Kutch Desert Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kutch district,Gujarat,23.91,70.44,,,7506.22,,,,,https://en.wikipedia.org/wiki/Kutch_Desert_Wildlife_Sanctuary
Q17072649,Mayureshwar Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Mayureshwar%20Wildlife%20Sanctuary%20Entrance.jpg,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,18.335,74.37083333,Pune,,,,,Mayureshwar Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Mayureshwar_Wildlife_Sanctuary
Q17076761,Najafgarh drain bird sanctuary,Bird Sanctuary,,,,Delhi,National Capital Territory of Delhi,28.504,76.944,,,,,,,,https://en.wikipedia.org/wiki/Najafgarh_drain_bird_sanctuary
Q17078316,Nauradehi Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Spotted%20Deer%20%28Axis%20axis%29.jpg,IUCN category IV: Habitat/Species Management Area,Sagar district,Madhya Pradesh,23.17814167,79.20188611,,,1197,,,,,https://en.wikipedia.org/wiki/Nauradehi_Wildlife_Sanctuary
Q17082192,Patna Bird Sanctuary,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Patna%20Bird%20sanctury.jpg,IUCN category IV: Habitat/Species Management Area,Uttar Pradesh,Uttar Pradesh,27.518055555,78.280555555,,,,,,,,https://en.wikipedia.org/wiki/Patna_Bird_Sanctuary
Q17087471,Rollapadu Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kurnool district,Andhra Pradesh,15.745001,78.373052,,,,,,Rollapadu Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Rollapadu_Wildlife_Sanctuary
Q17126760,Daroji Sloth Bear Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/MelursusUrsinusFemaleCub.jpg,IUCN category IV: Habitat/Species Management Area,Ballari district,Karnataka,15.23333333,76.51666667,Ballary,,,,,Daroji Sloth Bear Sanctuary,,https://en.wikipedia.org/wiki/Daroji_Sloth_Bear_Sanctuary
Q17138383,Rajparian Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,,,33.6594,75.4714,,,,,,,,https://en.wikipedia.org/wiki/Rajparian_Wildlife_Sanctuary
Q115937502,Fudam Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Daman and Diu,,20.72514,70.95443,,,,,,,,https://en.wikipedia.org/wiki/Fudam_Bird_Sanctuary
Q116044246,Baghmara Pitcher Plant Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Meghalaya,Meghalaya,25.198139,90.638765,,,,,,,,https://en.wikipedia.org/wiki/Baghmara_Pitcher_Plant_Wildlife_Sanctuary
Q116169552,Topchanchi Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jharkhand,Jharkhand,23.9361,86.1923,,,,,,,,https://en.wikipedia.org/wiki/Topchanchi_Wildlife_Sanctuary
Q116739635,Cauvery south Wildlife Sanctuary,Wildlife Sanctuary,,,,,,12.344166666,78.017222222,,,,,,,,https://en.wikipedia.org/wiki/Cauvery_South_Wildlife_Sanctuary
Q120756030,Pakhal Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Telangana,Telangana,17.916666666,80.1,,,,,,,,https://en.wikipedia.org/wiki/Pakhal_Wildlife_Sanctuary
Q121754153,Ramgarh Vishdhari Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,25.57,75.9,,,,,,,,https://en.wikipedia.org/wiki/Ramgarh_Vishdhari_Wildlife_Sanctuary
Q122363290,Kallaperambur Lake Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,10.798888888,79.025833333,,,,,,,,https://en.wikipedia.org/wiki/Kallaperambur_Lake_Bird_Sanctuary
Q122363291,Melaselvanur-Kilaselvanur Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,9.215555555,78.551944444,,,,,,,,https://en.wikipedia.org/wiki/Melaselvanur-Kilaselvanur_Bird_Sanctuary
Q122363292,Gangaikondan Spotted Deer Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,8.826944444,77.759444444,,,,,,,,https://en.wikipedia.org/wiki/Gangaikondan_Spotted_Deer_Sanctuary
Q122363298,Nanjarayan Tank Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,11.214166666,77.526388888,,,,,,,,https://en.wikipedia.org/wiki/Nanjarayan_Bird_Sanctuary
Q122363296,Kazhuveli Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,12.122222222,79.875,,,,,,,,https://en.wikipedia.org/wiki/Kaluveli_Bird_Sanctuary
Q122363300,Kadavur Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,10.624444444,78.183055555,,,,,,,,https://en.wikipedia.org/wiki/Kadavur_Slender_Loris_Wildlife_Sanctuary
Q123292405,Bandli Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,Himachal Pradesh,31.45,76.905,,,,,,,,https://en.wikipedia.org/wiki/Bandli_Wildlife_Sanctuary
Q123399066,Bandh Baretha,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bandh%20Baretha.jpg,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,26.883333333,77.361111111,,,,,,,,https://en.wikipedia.org/wiki/Bandh_Baretha
Q123439915,Kudremukh National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Kuduremukha-NationalPark%20Grassland.jpg,IUCN category II: National Park,Karnataka,Karnataka,13.25,75.2,,,600.32,,,Kudremukh National Park,9482054,https://en.wikipedia.org/wiki/Kudremukh_National_Park
Q123532242,Tral Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jammu and Kashmir,Jammu and Kashmir,33.995,75.115,,,,,,,,https://en.wikipedia.org/wiki/Tral_Wildlife_Sanctuary
Q124115645,Jogimatti Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,14.1625,76.3975,,,,,,,,https://en.wikipedia.org/wiki/Jogimatti_Wildlife_Sanctuary
Q124973096,Seshachalam Hills biosphere,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Seshachalam_Hills_biosphere
Q124973261,Hingolgadh Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Gujarat,Gujarat,22.1475,71.3225,,,,,,,,https://en.wikipedia.org/wiki/Hingolgadh_Sanctuary
Q125167022,Pania Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Gujarat,Gujarat,21.25,70.825,,,,,,,,https://en.wikipedia.org/wiki/Pania_Wildlife_Sanctuary
Q125503789,Rampara Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Morbi district,Gujarat,22.53176,70.95245,,,,,,,,https://en.wikipedia.org/wiki/Rampara_Sanctuary
Q125768557,Oussudu Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Puducherry,Puducherry,11.95164,79.74182,,,3.9,,,,,https://en.wikipedia.org/wiki/Oussudu_Bird_Sanctuary
Q125881279,Pong Dam Lake Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,Himachal Pradesh,32.01666667,76.08333333,,,,,,,,https://en.wikipedia.org/wiki/Pong_Dam_Lake_Wildlife_Sanctuary
Q125881460,Mansar-Surinsar Wildlife sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jammu and Kashmir,Jammu and Kashmir,32.75,75.2,,,,,,,,https://en.wikipedia.org/wiki/Mansar-Surinsar_Lakes_Wildlife_Sanctuary
Q126476600,Biodiversity Heritage Site,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Biodiversity_Heritage_Site
Q126476611,Ashramam Biodiversity Heritage Site,,,,,,,8.895555555,76.586388888,,,,,,,,https://en.wikipedia.org/wiki/Ashramam_Biodiversity_Heritage_Site
Q129176824,Thol Lake Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Mehsana district,Gujarat,23.13903,72.41364,,,,,,,,https://en.wikipedia.org/wiki/Thol_Lake_Bird_Sanctuary
Q129677593,Khalasuni Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Odisha,Odisha,21.3471,84.555,,,,,,,,https://en.wikipedia.org/wiki/Khalasuni_Wildlife_Sanctuary
Q130661062,Marat Longri Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,Assam,25.9006,93.2842,,,,,,,,https://en.wikipedia.org/wiki/Marat_Longri_Wildlife_Sanctuary
Q130974135,Mussoorie Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Uttarakhand,Uttarakhand,30.465277777,78.0125,,,,,,,,https://en.wikipedia.org/wiki/Mussoorie_Wildlife_Sanctuary
Q130974168,Kane Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,27.666666666,94.65,,,,,,,,https://en.wikipedia.org/wiki/Kane_Wildlife_Sanctuary
Q130974183,Yordi Rabe Supse Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,29.016388888,95.208611111,,,,,,,,https://en.wikipedia.org/wiki/Yordi_Rabe_Supse_Wildlife_Sanctuary
Q130974238,Barela Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,Bihar,25.766111111,85.580555555,,,,,,,,https://en.wikipedia.org/wiki/Barela_Bird_Sanctuary
Q130974254,Nakti Dam Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,Bihar,24.8175,86.4,,,,,,,,https://en.wikipedia.org/wiki/Nakti_Dam_Wildlife_Sanctuary
Q130974349,Badalkhol Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,22.552222222,81.734722222,,,,,,,,https://en.wikipedia.org/wiki/Badalkhol_Wildlife_Sanctuary
Q130974358,Bhairamgarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,19.0991,80.9394,,,,,,,,https://en.wikipedia.org/wiki/Bhairamgarh_Wildlife_Sanctuary
Q130974367,Gomardha Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,21.501,83.1366,,,,,,,,https://en.wikipedia.org/wiki/Gomardha_Wildlife_Sanctuary
Q130974386,Pamed Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,18.3171,80.841,,,,,,,,https://en.wikipedia.org/wiki/Pamed_Wildlife_Sanctuary
Q130974396,Semarsot Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,23.548,83.5283,,,430.35,,,,,https://en.wikipedia.org/wiki/Semarsot_Wildlife_Sanctuary
Q131007942,Kamala Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,27.641666666,96.629166666,,,,,,,,https://en.wikipedia.org/wiki/Kamala_Wildlife_Sanctuary
Q131007944,Ringba-Roba Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,Arunachal Pradesh,28.160833333,93.883333333,,,,,,,,https://en.wikipedia.org/wiki/Ringba-Roba_Wildlife_Sanctuary
Q131123428,Kodaikanal Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Kodaikanal%20Wildlife%20Sanctuary-Bombay%20Shola-WUS04998.jpg,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,Tamil Nadu,10.383333333,77.8,,,,,,Kodaikanal Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Kodaikanal_Wildlife_Sanctuary
Q131465770,Guru Ghasidas - Tamor Pingla Tiger Reserve,Tiger Reserve,,,IUCN category II: National Park,Chhattisgarh,Chhattisgarh,23.601944444,82.471944444,,,,,,,,https://en.wikipedia.org/wiki/Guru_Ghasidas_-_Tamor_Pingla_Tiger_Reserve
Q131612272,Bhensrodgarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,24.866666666,75.516666666,,,,,,,,https://en.wikipedia.org/wiki/Bhensrodgarh_Wildlife_Sanctuary
Q131632374,Cuthbert Bay Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andaman and Nicobar Islands,Andaman and Nicobar Islands,12.709166666,92.968333333,,,,,,,,https://en.wikipedia.org/wiki/Cuthbert_Bay_Wildlife_Sanctuary
Q131939336,Girnar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Gujarat,Gujarat,21.416666666,70.5,,,,,,,,https://en.wikipedia.org/wiki/Girnar_Wildlife_Sanctuary
Q131995100,Bagdara Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,24.6338,82.49597,,,,,,,,https://en.wikipedia.org/wiki/Bagdara_Wildlife_Sanctuary
Q132068974,Orchha Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,25.35,78.64,,,,,,,,https://en.wikipedia.org/wiki/Orchha_Wildlife_Sanctuary
Q132126728,Son Gharial Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,24.282934,81.45285,,,,,,,,https://en.wikipedia.org/wiki/Son_Gharial_Wildlife_Sanctuary
Q134522768,Kailadevi Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,26.29969,76.93204,,,,,,,,https://en.wikipedia.org/wiki/Kailadevi_Wildlife_Sanctuary
Q134543442,Jawai Bandh Leopard Conservation Reserve,,,,,Sumerpur tehsil,Rajasthan,,,,,,,,,,https://en.wikipedia.org/wiki/Jawai_Bandh_Leopard_Conservation_Reserve
Q134581460,Jamwa Ramgarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,27.047777777,76.055555555,,,,,,,,https://en.wikipedia.org/wiki/Jamwa_Ramgarh_Wildlife_Sanctuary
Q134581467,Nahargarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,26.9993,75.8374,,,,,,,,https://en.wikipedia.org/wiki/Nahargarh_Wildlife_Sanctuary
Q134610688,Shergarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,24.71,76.486944444,,,,,,,,https://en.wikipedia.org/wiki/Shergarh_Wildlife_Sanctuary
Q134610692,Sawai Man Singh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,25.8824,76.3907,,,,,,,,https://en.wikipedia.org/wiki/Sawai_Man_Singh_Wildlife_Sanctuary
Q134721122,Van Vihar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,26.6118,77.74904,,,,,,,,https://en.wikipedia.org/wiki/Van_Vihar_Wildlife_Sanctuary
Q134984377,Sikhna Jwhwlao National Park,National Park,Assam,,IUCN category II: National Park,Bodoland,Assam,26.716966666,90.295891666,,,,,,,,https://en.wikipedia.org/wiki/Sikhna_Jwhwlao_National_Park
Q135012839,Kwangtung Island Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andaman and Nicobar Islands,Andaman and Nicobar Islands,13.41,93.03,,,,,,,,https://en.wikipedia.org/wiki/Kwangtung_Island_Wildlife_Sanctuary
Q135111713,Dinosaur Fossils National Park,National Park,,,IUCN category II: National Park,Madhya Pradesh,Madhya Pradesh,22.341,74.779,,,,,,,,https://en.wikipedia.org/wiki/Dinosaur_Fossils_National_Park
Q135350399,Bhoramdev Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Chhattisgarh,Chhattisgarh,22.11,81.144444444,,,,,,,,https://en.wikipedia.org/wiki/Bhoramdev_Wildlife_Sanctuary
Q135350403,Kusheshwar Asthan Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,Bihar,25.8315,86.3044,,,,,,,,https://en.wikipedia.org/wiki/Kusheshwar_Asthan_Bird_Sanctuary
Q135350428,Bamboo Island Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andaman and Nicobar Islands,Andaman and Nicobar Islands,13.051111111,92.933055555,,,,,,,,https://en.wikipedia.org/wiki/Bamboo_Island_Wildlife_Sanctuary
Q135404149,Narsinghgarh Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,Madhya Pradesh,23.625,77.0667,,,,,,,,https://en.wikipedia.org/wiki/Narsinghgarh_Wildlife_Sanctuary
Q1544313,Rani Jhansi Marine National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Ritchies%20Archipelago%20locale.png,IUCN category II: National Park,,,11.78333333,92.66666667,,,320.06,,,,,https://en.wikipedia.org/wiki/Rani_Jhansi_Marine_National_Park
Q1604804,Hemis National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/StokKangripiccrop.jpg,IUCN category II: National Park,Leh district,Ladakh,33.983333333,77.433333333,,,4100,,http://commons.wikimedia.org/wiki/Special:FilePath/Hemis%20NP%20banner.jpg,Hemis National Park,,https://en.wikipedia.org/wiki/Hemis_National_Park
Q1648266,Nanda Devi National Park,National Park,Nanda Devi and Valley of Flowers National Parks,http://commons.wikimedia.org/wiki/Special:FilePath/Nanda%20Devi.jpg,IUCN category Ia: Strict Nature Reserve,Chamoli district,Uttarakhand,30.418611111,79.849722222,,World Heritage Site,624.6,,http://commons.wikimedia.org/wiki/Special:FilePath/Nanda%20Devi%20National%20Park.jpg,Nanda Devi National Park,,https://en.wikipedia.org/wiki/Nanda_Devi_National_Park
Q1661434,Anaimalai Tiger Reserve,Tiger Reserve,,http://commons.wikimedia.org/wiki/Special:FilePath/Jambu%20Malai%202.JPG,IUCN category II: National Park,Coimbatore district,Tamil Nadu,10.41694444,77.05666667,Coimbatore,,1479.87,,,Anamalai Tiger Reserve,,https://en.wikipedia.org/wiki/Anamalai_Tiger_Reserve
Q1723746,Kanger Ghati National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Kanger%20valley12.JPG,IUCN category II: National Park,,,18.832,82.011,Jagdalpur,Tentative World Heritage Site,200,,,Kanger Ghati National Park,,https://en.wikipedia.org/wiki/Kanger_Valley_National_Park
Q1737898,Keibul Lamjao National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Sangai%20at%20the%20Keibullamjao%20National%20Park%2C%20Manipur.jpg,IUCN category II: National Park,Manipur,Manipur,24.4856,93.8402,Moirang,Tentative World Heritage Site,40,,http://commons.wikimedia.org/wiki/Special:FilePath/Keibul%20Lamjao%20Nat%20Park%20banner.jpg,Keibul Lamjao National Park,,https://en.wikipedia.org/wiki/Keibul_Lamjao_National_Park
Q1766106,Kudremukh,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kudremukh%20TheHorseFace.JPG,IUCN category II: National Park,Chikmagalur district,Karnataka,13.129511111,75.268552777,,part of UNESCO World Heritage Site,60032,,http://commons.wikimedia.org/wiki/Special:FilePath/Kudremukh%20National%20Park%20banner.jpg,Kudremukh,,https://en.wikipedia.org/wiki/Kudremukha
