wikidataId,wikidataLabel,protectedAreaType,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,state,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl
Q109974038,Siju Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Pond%20Siju%20Bird%20Sanctuary%20Meghalaya%20Oct24%20A7CR%2004013.jpg,IUCN category IV: Habitat/Species Management Area,Manipur,Manipur,25.337777777,90.686388888,,,,,,Siju Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Siju_Wildlife_Sanctuary
Q109974258,Pulie Badze Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Nagaland,Nagaland,25.6107,94.0623,,,,,,,,https://en.wikipedia.org/wiki/Pulie_Badze_Wildlife_Sanctuary
Q109974510,Shettihalli Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,13.85,75.438888888,,,,,,,,https://en.wikipedia.org/wiki/Shettihalli_Wildlife_Sanctuary
Q110078182,Abohar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Punjab,Punjab,30.025,74.344444444,,,,,,,,https://en.wikipedia.org/wiki/Abohar_Wildlife_Sanctuary
Q110078183,Arabithittu Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,12.323611111,76.405555555,,,,,,,,https://en.wikipedia.org/wiki/Arabithittu_Wildlife_Sanctuary
Q110078279,Nugu Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,11.930555555,76.455555555,,,,,,,,https://en.wikipedia.org/wiki/Nugu_Wildlife_Sanctuary
Q110442683,Kamrunag Lake,,,,,,,31.473055555,77.05,,,,,,,,https://en.wikipedia.org/wiki/Kamrunag_Lake
Q110460281,Yangoupokpi-Lokchao Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Purple%20Sapphire%20Heliophorus%20epicles%20UP%20by%20Dr.%20Raju%20Kasambe%20DSC%208697%20%283%29.jpg,IUCN category IV: Habitat/Species Management Area,Manipur; Chandel district,Manipur,24.32,94.23,,,184.8,,http://commons.wikimedia.org/wiki/Special:FilePath/Yangoupokpi%20Lokchao%20WLS%20Manipur%20by%20Dr%20Raju%20Kasambe%20%281%29%2001%20%28cropped%29.jpg,Yangoupokpi-Lokchao Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Yangoupokpi-Lokchao_Wildlife_Sanctuary
Q111169695,Tirthan Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,Himachal Pradesh,31.619444444,77.547222222,,,,,,,,https://en.wikipedia.org/wiki/Tirthan_Wildlife_Sanctuary
Q111181101,Limber Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Baramulla district,Jammu and Kashmir,34.189166666,74.165833333,,,,,,,,https://en.wikipedia.org/wiki/Limber_Wildlife_Sanctuary
Q111181635,Nellai Wildlife Sanctuary,Wildlife Sanctuary,,,,,,9.1,77.266666666,,,,,,,,https://en.wikipedia.org/wiki/Nellai_Wildlife_Sanctuary
Q111181702,Singphan Wildlife Sanctuary,Wildlife Sanctuary,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Singphan_Wildlife_Sanctuary
Q111181960,Talra Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Himachal Pradesh,Himachal Pradesh,31.017,77.779,,,,,,,,https://en.wikipedia.org/wiki/Talra_Wildlife_Sanctuary
Q111913930,Thimlapura Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,13.3787,77.1842,,,,,,,,https://en.wikipedia.org/wiki/Thimlapura_Wildlife_Sanctuary
Q112136896,Kadalundi–Vallikkunnu Community Reserve,,,,,,,11.139333333,75.831222222,,,,,,,,https://en.wikipedia.org/wiki/Kadalundi%E2%80%93Vallikkunnu_Community_Reserve
Q112193588,Gundla Brahmeswaram Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andhra Pradesh,Andhra Pradesh,15.661178,78.745231,,,,,,,,https://en.wikipedia.org/wiki/Gundla_Brahmeswaram_Wildlife_Sanctuary
Q112252264,Bukkapatna Chinkara Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,13.6497129,76.7466378,,,,,,,,https://en.wikipedia.org/wiki/Bukkapatna_Chinkara_Wildlife_Sanctuary
Q112252408,Yadahalli Chinkara Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,16.379153,75.448223,,,,,,,,https://en.wikipedia.org/wiki/Yadahalli_Chinkara_Wildlife_Sanctuary
Q112252433,Rangayyanadurga Four–horned antelope Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,14.533333333,76.116666666,,,,,,,,https://en.wikipedia.org/wiki/Rangayyanadurga_Four%E2%80%93horned_antelope_Wildlife_Sanctuary
Q112252443,Ramadevarabetta Vulture Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,12.7531984,77.3013674,,,,,,,,https://en.wikipedia.org/wiki/Ramadevarabetta_Vulture_Sanctuary
Q113133799,Garbhanga Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Garbhanga%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Guwahati,Assam,26.093333333,91.749166666,,,117,,,,,https://en.wikipedia.org/wiki/Garbhanga_Wildlife_Sanctuary
Q113336061,Mahuadanr Wolf Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jharkhand,Jharkhand,23.433333333,84.033333333,,,,,,,,https://en.wikipedia.org/wiki/Mahuadanr_Wolf_Sanctuary
Q113396038,Painganga Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Painganga-Wildlife-Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,19.586111111,78.041666666,,,325,,,Painganga Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Painganga_Wildlife_Sanctuary
Q115804851,Dadra and Nagar Haveli Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Dadra and Nagar Haveli district,Dadra and Nagar Haveli and Daman and Diu,20.2899,73.0949,,,,,,,,https://en.wikipedia.org/wiki/Dadra_and_Nagar_Haveli_Wildlife_Sanctuary
Q3895706,Q3895706,,,,,,,,,,,,,,,,
Q7251289,protected area of West Bengal,,,,,West Bengal,West Bengal,,,,,,,,Protected areas in West Bengal,,
Q14205920,Begur Wildlife Sanctuary,Wildlife Sanctuary,,,,,,11.84763,76.0853,,,,,,,,
Q14924965,Jarwa Reserve,,,,,Andaman and Nicobar Islands,Andaman and Nicobar Islands,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jarwa%20Reserve%20Banner.JPG,,,
Q16137059,Q16137059,,,,,Kerala,Kerala,11.918333333,75.414166666,,,,,,,,
Q16895017,Mehao Wildlife Sanctuary,Wildlife Sanctuary,,,,Lower Dibang Valley district,Arunachal Pradesh,28.25,93.5,,,,,,,,
Q17564493,Q17564493,,,,,,,27.066667,94.5,,,,,,,,
Q20817200,Victoria Park,,,http://commons.wikimedia.org/wiki/Special:FilePath/Victoria%20park%20in%20bhavnagar.jpg,IUCN category V: Protected Landscape/Seascape,Bhavnagar,Gujarat,21.7461058,72.1293379,,,,,,,,
Q21076345,Q21076345,,,,,YSR  Kadapa district,Andhra Pradesh,14.242908,79.165074,,,,,,,,
Q22771835,Gulf of Mannar,,,,,,,8.81,78.63,,,,,,Gulf of Mannar,,
Q22806742,Nokrek,,,,,,,25.4855,90.338,,,,,,,,
Q26794308,Neyyar Wildlife Reserve,Wildlife Sanctuary,,,,Tamil Nadu,Tamil Nadu,8.48875,77.24725,,,,,,,,
Q26794312,Shendurney Wildlife Reserve,Wildlife Sanctuary,,,,Kerala,Kerala,8.81061,77.13658,,,,,,,,
Q31856901,CEE Ahmedabad,,,,,Ahmedabad,Gujarat,23.04467,72.51873,,,,,,,,
Q54833564,Similipal Biosphere Reserve,,,,,,,,,,,,,,,,
Q60398704,Marine Sanctuary (Gulf of Kutch),Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Gujarat,Gujarat,,,,,295.03,,,,,
Q63258902,Lumding Reserve Forest,,,,,,,,,,,,,,,,
Q66004174,Padinalknad Reserved Forest,,Western Ghats,,,,,12.5464,75.7078,,part of UNESCO World Heritage Site,18476,,,,,
Q66004175,Kerti Reserved Forest,,Western Ghats,,,,,12.5464,75.7078,,part of UNESCO World Heritage Site,7904,,,,,
Q66004181,Someshwara Reserved Forest,,Western Ghats,,,,,13.4997,75.1006,,part of UNESCO World Heritage Site,11292,,,,,
Q66004184,Balahalli Reserved Forest,,Western Ghats,,,,,13.4997,75.1006,,part of UNESCO World Heritage Site,2263,,,,,
Q91608821,Harmandir Sahib Sarovar,,Sikhism,http://commons.wikimedia.org/wiki/Special:FilePath/Beri%202%20Beri%20%282145514996%29.jpg,,Amritsar,Punjab,,,,,,,,Amrit Sarovar,,
Q95993206,Poba Rainforest,,,,,Dhemaji district,Assam,27.836388888,95.295833333,,,,,,,,
Q97266685,Q97266685,,,,,,,,,,,,,,,,
Q97286369,Agumbe Reserved Forest,,Western Ghats,,,Karnataka,Karnataka,13.56,75.08,,part of UNESCO World Heritage Site,5709,,,,,
Q97353441,Kulathupuzha Range Reserved Forest,,Western Ghats,,,Kerala,Kerala,8.8,77.166666666,,part of UNESCO World Heritage Site,20000,http://www.forest.kerala.gov.in/index.php/kollam/kulathupuzha-eco-tourism,,,,
Q97356733,Palode Range Reserved Forest,,,,,Kerala,Kerala,8.8,77.166666666,,part of UNESCO World Heritage Site,16500,,,,,
Q97359098,Kalikavu Range Reserved Forest,,Western Ghats,,,Kerala,Kerala,11.166666666,76.383333333,,part of UNESCO World Heritage Site,11705,,,,,
Q97361053,Attapadi Reserved Forest,,,,,Kerala,Kerala,11.133333333,76.466666666,,part of UNESCO World Heritage Site,6575,,,,,
Q97361413,Mankulam Range Forest,,Western Ghats,,,Kerala,Kerala,10.083333333,76.916666666,,part of UNESCO World Heritage Site,5284,,,,,
Q97378981,Achankovil Forest Division,,,,,Kerala,Kerala,9.116666666,77.15,,part of UNESCO World Heritage Site,21990,,,,,
Q97379507,Tirunelveli (North) Forest (part),,,,,Tamil Nadu,Tamil Nadu,9.216666666,77.283333333,,part of UNESCO World Heritage Site,23467,,,,,
Q99342657,Chaprala Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Chaprala%20Wildlife%20Sanctuary.jpg,,Gadchiroli district,Maharashtra,19.665,79.828611111,,,882.22,,,,,
Q105006844,Rani Reserve Forest,,,,,Kamrup district,Assam,26.33333333,91.45,,,,,,,,
Q105007089,Garbhanga Reserve Forest,,,,,Kamrup district,Assam,26.050775605,91.686896833,,,,,,Garbhanga Forest Reserve,,
Q105007335,Dabaka Reserve Forest,,,,,Hojai district,Assam,26.11666667,92.86916667,,,,,,,,
Q105007584,Amsoi Reserve Forest,,,,,,Assam,26.21666667,92.7,,,,,,,,
Q105007857,Khalingduar Reserve Forest,,,,,Udalguri district,Assam,26.26666667,92.71666667,,,,,,,,
Q105016261,Kakoi Reserve Forest,,,,,Lakhimpur district,Assam,,,,,,,,,,
Q105016373,Dulung Reserve Forest,,,,,Lakhimpur district,Assam,,,,,,,,,,
Q105037560,Pava Reserve Forest,,,,,Lakhimpur district,Assam,,,,,,,,,,
Q105037565,Ranga Reserve Forest,,,,,Lakhimpur district,Assam,,,,,,,,,,
Q105565134,Badsaitilla Reserve Forest,,,,,Sribhumi district,Assam,24.33,92.35,,,,,,,,
Q105581798,Benog Wildlife Sanctuary,Wildlife Sanctuary,,,,Dehradun district,Uttarakhand,,,,,,,,,,
Q105582267,Gadchiroli Reserve Forest,,,,,Gadchiroli district,Maharashtra,,,,,,https://gadchiroli.gov.in/tourist-place/chaprala-wildlife-sanctuary/,,,,
Q105582909,Guma Reserve Forest,,,,,Kokrajhar district,Assam,,,,,,,,,,
Q105741263,Dilli Reserve Forest,,,,,Dibrugarh district,Assam,27.10388889,95.295,,,,,,,,
Q105741350,Abhaypur Reserve Forest,,,,,Sivasagar district,Assam,27.14333333,95.37305556,,,,,,,,
Q105741355,Kakaijana Wildlife Sanctuary,Wildlife Sanctuary,,,,,,,,,,,,,,,
Q105741365,Tipong Reserve Forest & Lekhapani Reserve Forest,,,,,Tinsukia district,Assam,27.53888889,95.32444444,,,,,,,,
Q105741417,Tinkupani Reserve Forest,,,,,Tinsukia district,Assam,27.52444444,95.32555556,,,,,,,,
Q105741437,Jeypore Reserve Forest,,,,,Dibrugarh district,Assam,27.43111111,95.36055555,,,,,,,,
Q105741468,Bhorjan Reserve Forest,,,,,Tinsukia district,Assam,27.52222222,95.32083333,,,,,,,,
Q105741579,Bherjan Reserve Forest,,,,,Tinsukia district,Assam,26.97,94.95055556,,,,,,,,
Q105741735,Padumoni Reserve Forest,,,,,Tinsukia district,Assam,26.95972222,94.95777778,,,,,,,,
Q105742081,Tirap Reserve Forest,,,,,Tinsukia district,Assam,,,,,,,,,,
Q105944439,Khijadia Bird Sanctuary,Bird Sanctuary,,,,Jamnagar district,Gujarat,,,,,,,,,,
Q106240301,Nandankanan Wildlife Sanctuary,Wildlife Sanctuary,,,,,,,,,,4.37,,,,,
Q106258746,Tso Lhamo Cold Desert Conservation Area,,,,,Mangan district,Sikkim,28.028611111,88.754722222,,,50000,,,,,
Q106258797,Rabdentse Bird Sanctuary,Bird Sanctuary,,,,Gyalshing district,Sikkim,,,,,,,,,,
Q106416493,Ramanagara Ramdevara Betta Vulture Sanctuary,Wildlife Sanctuary,,,,Bengaluru South District,Karnataka,12.7531984,77.3013674,,,7.08,,,,,
Q106513464,Ghosu Bird Sanctuary,Bird Sanctuary,,,,Zunheboto district,Nagaland,,,,,650,,,,,
Q106554851,Kholahat Reserve Forest,,,,,Morigaon district,Assam,,,,,,,,,,
Q106558419,Panbari Reserve Forest,,,,,Golaghat district,Assam,,,,,,,,,,
Q106581340,Singchung Bugun Community Reserve,,,,,West Kameng district,Arunachal Pradesh,,,,,17,,,,,
Q106618087,Narrai Reserve Forest,,,,,Jabalpur district,Madhya Pradesh,,,,,,,,,,
Q106618190,Kheoni Wildlife Sanctuary,Wildlife Sanctuary,,,,Sehore district,Madhya Pradesh,,,,,,,,,,
Q106618218,Ratapani Sanctuary,Wildlife Sanctuary,,,,Raisen district,Madhya Pradesh,,,,,,,,,,
Q106618225,Ralamandal Sanctuary,Wildlife Sanctuary,,,,Indore district,Madhya Pradesh,,,,,,,,,,
Q106619912,Gandhisagar Sanctuary,Wildlife Sanctuary,,,,Neemuch district,Madhya Pradesh,,,,,,,,,,
Q106625198,Pachmari Biosphere Reserve,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pachmari.jpg,,Narmadapuram district,Madhya Pradesh,,,,,,,,,,
Q106673573,Tipeshwar Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Yavatmal district,Maharashtra,19.9056,78.4452,,,148.63,,,Tipeshwar Wildlife Sanctuary,,
Q106674048,Nawegaon Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Gondia district,Maharashtra,20.993,80.2788,,,122.76,,,,,
Q106674990,Bhitarkanika Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhitarkanika%20Wildlife%20Sanctuary%2C%202015%20%286%29.jpg,IUCN category IV: Habitat/Species Management Area,Kendrapara district,Odisha,20.6066,86.8037,,,525,,,Bhitarkanika Wildlife Sanctuary,,
Q106675711,Udanti-Sitanadi Tiger Reserve,Tiger Reserve,,,,Dhamtari district,Chhattisgarh,20.2388,82.1132,,,1842.54,,,,,
Q106684744,Biligiri Rangaswamy Temple Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Biligirirangan%20Hills%20View.jpg,IUCN category IV: Habitat/Species Management Area,Chamarajanagar district,Karnataka,11.9725,77.1515,,,539.52,,,Biligiriranga Hills Wildlife Sanctuary,,
Q110832949,Shankarghola Forest Reserve,,,,,Bongaigaon district,Assam,26.3077185,90.5318651,,,,,,,,
Q115805135,Tizu Valley Community Conserved Areas,,,,,Zunheboto district,Nagaland,25.831332,94.514029,,,,,,,,
Q115857274,Debogram Reserve Forest,,,,,Nadia district,West Bengal,23.157857,88.652137,,,,,,,,
Q115857272,Bankimnagar Forest,,,,,Nadia district,West Bengal,23.215253,88.587036,,,,,,,,
Q115857278,Hijuli Reserve Forest,,,,,Nadia district,West Bengal,23.184617,88.575442,,,,,,,,
Q117054524,Khisma Reserve Forest,,,,,Nadia district,West Bengal,23.252907,88.592255,,,,,,,,
Q117055501,Joypur forest,,,,,Joypur community development block,West Bengal,23.053061,87.443512,,,,,,,,
Q117057449,Arabari Range Forest,,,,,Paschim Medinipur district,West Bengal,22.656144,87.367709,,,,,,,,
Q117057454,Shalboni Forest Range,,,,,Paschim Medinipur district,West Bengal,22.637624,87.264472,,,,,,,,
Q124249813,Tanba Forest,,,,,Hooghly district,West Bengal,23.0642743,87.0141653,,,,,,,,
Q124393008,Duarsini Forest,,,,,Purulia district,West Bengal,22.7637644,86.4490349,,,,,,,,
Q124393029,Bhadur forest,,,,,,,22.9364123,87.7469917,,,,,,,,
Q124393073,Garh Jungle,,,,,Paschim Bardhaman district,West Bengal,23.5995177,87.3558708,,,,,,,,
Q124393094,Ranja Forest,,,,,Paschim Medinipur district,West Bengal,22.6111386,87.1614811,,,,,,,,
Q124698479,Narpuh Reserved Forest,,,,,Meghalaya,Meghalaya,25.108355283,92.400881814,,,,,,Narpuh Reserved Forest,,
Q125662386,Attappadi Reserve Forest,,,,,Attappadi Taluk,Kerala,,,,,,,,Attappadi Reserve Forest,,
Q125948392,Sālīwāra Reserved Forest,,,,,Madhya Pradesh,Madhya Pradesh,22.44405,80.0806,,,,,,,,
Q127499823,Amrabad Tiger Reserve,Tiger Reserve,,http://commons.wikimedia.org/wiki/Special:FilePath/Amrabad%20Tiger%20Reserve%20entrance%2C%20Telangana.jpg,,Telangana,Telangana,16.3557,78.8335,,,,,,,,
Q130492163,Bogoli Reserve Forest,,,,,,,27.1598699,93.8477224,,,,,,,,
Q134457402,Lachipora Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Snow%20clapped%20mountain%20peak%20of%20Lachipora%20Wildlife%20Sanctuary%20Baramulla%20Uri.jpg,,Baramulla district,Jammu and Kashmir,34.203611111,74.058055555,,,,,,Lachipora Wildlife Sanctuary,,
Q134484578,Satajaan Bird Sanctuary,Bird Sanctuary,,,,Lakhimpur district,Assam,,,,,,,,,,
Q137281671,Rangapahar Reserve Forest,,,,,Dimapur district,Nagaland,25.8578981,93.6898874,,,,,,,,
Q137285407,Balikiari Reserve Forest,,,,,Dhenkanal district,Odisha,20.653711,85.3725038,,,,,,,,
Q137368881,Selbagre Hoolock Gibbon Reserve,,,,,West Garo Hills district,Meghalaya,25.596067,90.345169,,,,,,,,
Q140306443,Arial Island Wildlife Sanctuary,Wildlife Sanctuary,,,,Andaman and Nicobar Islands,Andaman and Nicobar Islands,12.1493889,92.8453056,,,,,,,,
Q16155392,Bhindawas Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Haryana; Jhajjar district,Haryana,28.5326,76.5515,,,,,,,,https://en.wikipedia.org/wiki/Bhindawas_Wildlife_Sanctuary
Q16253187,Bankapur Peacock Sanctuary,Wildlife Sanctuary,,,,,,14.92,75.262,,,,,,,,https://en.wikipedia.org/wiki/Bankapura_Peacock_Sanctuary
Q16847439,Indira Gandhi Wildlife Sanctuary,Wildlife Sanctuary,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Indira_Gandhi_Wildlife_Sanctuary
Q16887542,Netravali Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Goa,Goa,15.1085,74.2561,,,,,,,,https://en.wikipedia.org/wiki/Netravali_Wildlife_Sanctuary
Q22948452,Ervadi Dargah Sharif,,,http://commons.wikimedia.org/wiki/Special:FilePath/Erwadidurgah.jpg,,Ramanathapuram district,Tamil Nadu,9.25,78.851,,,,,,Erwadi Dargah Shariff,,https://en.wikipedia.org/wiki/Erwadi_dargah
Q23581251,Jayakwadi Bird Sanctuary,Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Maharashtra,Maharashtra,19.5666,75.2122,,,,,,,,https://en.wikipedia.org/wiki/Jayakwadi_Bird_Sanctuary
Q23995986,Sukhna Lake Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20of%20Sukhna%20Wildlife%20Sanctuary%2CChandigarh%2C%20India.JPG,IUCN category IV: Habitat/Species Management Area,Chandigarh,Chandigarh,30.7757,76.8512,,,25.98,,,Sukhna Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sukhna_Wildlife_Sanctuary
Q24906034,Sri Penusila Narasimha Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andhra Pradesh,Andhra Pradesh,14.00916667,79.46383333,Nellore,,,,,,,https://en.wikipedia.org/wiki/Sri_Penusila_Narasimha_Wildlife_Sanctuary
Q24931842,Bisle Reserve Forest,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bisle-ReserverForest.jpg,,Karnataka,Karnataka,12.732,75.677,,,,,,Bisle Reserve Forest,,https://en.wikipedia.org/wiki/Bisle_Reserve_Forest
Q24945625,Todgarh-Raoli Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/An%20inside%20view%20of%20Todgargh%20Rawali%20Sanctuary..jpg,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,25.658333333,73.873611111,,,,,,,,https://en.wikipedia.org/wiki/Todgarh-Raoli_Wildlife_Sanctuary
Q24946728,Sitanadi Wildlife Sanctuary,Wildlife Sanctuary,Udanti-Sitanadi Tiger Reserve,http://commons.wikimedia.org/wiki/Special:FilePath/Deep%20Forest%20at%20Sitanadi%20Wildlife%20Sanctuary%20of%20Chattisgharh.jpg,IUCN category IV: Habitat/Species Management Area,Dhamtari district,Chhattisgarh,20.1857,81.9362,,,553.36,,,Sitanadi Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sitanadi_Wildlife_Sanctuary
Q24948250,Malai Mahadeshwara Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/A%20view%20of%20M%20M%20Hills%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Karnataka,Karnataka,11.962,77.442,,,,,,,,https://en.wikipedia.org/wiki/Male_Mahadeshwara_Wildlife_Sanctuary
Q24950096,Kakoijana Reserved Forest,,,,,Bongaigaon district,Assam,26.55,91.0075,,,,http://bongaigaon.gov.in/kakoijana2.htm,,,,https://en.wikipedia.org/wiki/Kakoijana_reserved_forest
Q26794303,Changthang Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Leh district,Ladakh,33.43355,78.47771,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pangong%20Tso%20lake%20banner.jpg,,,https://en.wikipedia.org/wiki/Changthang_Wildlife_Sanctuary
Q28173945,Khonoma Nature Conservation and Tragopan Sanctuary,Wildlife Sanctuary,,,,,,25.6267,94.0021,Kohima,,,,,,,https://en.wikipedia.org/wiki/Khonoma_Nature_Conservation_and_Tragopan_Sanctuary
Q28174315,Kapilasa Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Odisha,Odisha,20.7073695,85.8017064,Dhenkanal,,,,,,,https://en.wikipedia.org/wiki/Kapilasa_Wildlife_Sanctuary
Q28408400,Ultapani Reserve Forest,,,,,Kokrajhar district,Assam,26.7001611,90.2771247,,,,,,,,https://en.wikipedia.org/wiki/Ultapani_Reserve_Forest
Q30593531,Phulwari ki Nal Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Rock%20formations%20in%20or%20near%20the%20Phulwari%20ki%20Nal%20Wildlife%20Sanctuary.png,IUCN category IV: Habitat/Species Management Area,Rajasthan,Rajasthan,24.2150223,73.245354,Udaipur,,,,,,,https://en.wikipedia.org/wiki/Phulwari_ki_Nal_Wildlife_Sanctuary
Q31708100,Kottiyoor Wildlife Sanctuary,Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Kottiyoor%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Kerala,Kerala,11.884055555,75.857361111,,,30.38,,,,,https://en.wikipedia.org/wiki/Kottiyoor_Wildlife_Sanctuary
Q31708488,Inderkilla National Park,National Park,,,IUCN category II: National Park,Himachal Pradesh,Himachal Pradesh,32.23,77.41,,,,,,,,https://en.wikipedia.org/wiki/Inderkilla_National_Park
Q31708713,Khirganga National Park,National Park,,,IUCN category II: National Park,Himachal Pradesh,Himachal Pradesh,31.99343,77.510227,,,,,,Khirganga National Park,,https://en.wikipedia.org/wiki/Khirganga_National_Park
Q33267511,Kondakarla Āva,,,http://commons.wikimedia.org/wiki/Special:FilePath/Boats%20in%20Kondakarla%20ava%202.jpg,,Atchutapuram mandal,Andhra Pradesh,17.6,83,,,,,,,,https://en.wikipedia.org/wiki/Kondakarla_Ava
Q33369445,Janki van,,,,,,Gujarat,20.8,73.34,,,,,,,,https://en.wikipedia.org/wiki/Janki_van
Q38250531,Akal Wood Fossil Park,,,,,,,26.825,71.04,,,,,,,,https://en.wikipedia.org/wiki/Akal_Wood_Fossil_Park
Q38251694,Sumin Reserve Forest,,,,,,,27.22305556,88.52722222,Rangpo,,,,,,,https://en.wikipedia.org/wiki/Sumin_Reserve_Forest
Q32171,protected area of Himachal Pradesh,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/List_of_protected_areas_of_Himachal_Pradesh
Q37564,Kadalundi Bird Sanctuary,Bird Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Kadalundi%20Bird%20Sanctuary.jpg,,,,11.131,75.829,,,,,,Kadalundi Bird Sanctuary,,https://en.wikipedia.org/wiki/Kadalundi_Bird_Sanctuary
Q61529,Simlipal National Park,National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Palpala%20River%20near%20lulung%2C%20Similipal%20National%20Park.jpg,IUCN category II: National Park,Mayurbhanj district,Odisha,21.75,86.33,Baripada,,2750,,http://commons.wikimedia.org/wiki/Special:FilePath/Simlipal%20National%20Park%20banner%20Sunrise.jpg,Simlipal National Park,19289292,https://en.wikipedia.org/wiki/Simlipal_National_Park
Q19361617,Amchang Wildlife Sanctuary,Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,Assam,26.18422,91.86213,,,78.64,,,,,https://en.wikipedia.org/wiki/Amchang_Wildlife_Sanctuary
